Date,NAV,Daily_Return_Pct
2023-05-03,105650.62415,0.018706653740840906
2023-05-04,105655.39156,0.004512429565228793
2023-05-05,105655.39156,0.0
2023-05-06,105655.39156,0.0
2023-05-07,105655.39156,0.0
2023-05-08,105655.39156,0.0
2023-05-09,105655.39156,0.0
2023-05-10,105655.39156,0.0
2023-05-11,105655.39156,0.0
2023-05-12,105655.39156,0.0
2023-05-13,105655.39156,0.0
2023-05-14,105655.39156,0.0
2023-05-15,105655.39156,0.0
2023-05-16,105655.39156,0.0
2023-05-17,105655.39156,0.0
2023-05-18,105655.39156,0.0
2023-05-19,105655.39156,0.0
2023-05-20,105655.39156,0.0
2023-05-21,105655.39156,0.0
2023-05-22,105655.39156,0.0
2023-05-23,105655.39156,0.0
2023-05-24,105655.39156,0.0
2023-05-25,105655.39156,0.0
2023-05-26,105655.39156,0.0
2023-05-27,105655.39156,0.0
2023-05-28,106043.99578000001,0.3678034923370044
2023-05-29,105352.22434,-0.6523438077863153
2023-05-30,105352.22434,0.0
2023-05-31,105352.22434,0.0
2023-06-01,105352.22434,0.0
2023-06-02,105352.22434,0.0
2023-06-03,105352.22434,0.0
2023-06-04,105352.22434,0.0
2023-06-05,105352.22434,0.0
2023-06-06,106497.23179,1.086837470374391
2023-06-07,106238.75962,-0.24270318172183725
2023-06-08,106238.75962,0.0
2023-06-09,106238.75962,0.0
2023-06-10,106238.75962,0.0
2023-06-11,106238.75962,0.0
2023-06-12,106238.75962,0.0
2023-06-13,106238.75962,0.0
2023-06-14,106238.75962,0.0
2023-06-15,106238.75962,0.0
2023-06-16,106238.75962,0.0
2023-06-17,106238.75962,0.0
2023-06-18,106238.75962,0.0
2023-06-19,106238.75962,0.0
2023-06-20,105837.65956,-0.37754588008620527
2023-06-21,106196.43428000002,0.3389858784591082
2023-06-22,106330.54493,0.12628545478881037
2023-06-23,106330.54493,0.0
2023-06-24,106330.54493,0.0
2023-06-25,106027.44926,-0.28505042478579323
2023-06-26,106027.44926,0.0
2023-06-27,105908.98868,-0.11172633202700677
2023-06-28,105908.98868,0.0
2023-06-29,105908.98868,0.0
2023-06-30,105908.98868,0.0
2023-07-01,105908.98868,0.0
2023-07-02,105908.98868,0.0
2023-07-03,105534.9084,-0.353209189004966
2023-07-04,105534.9084,0.0
2023-07-05,105534.9084,0.0
2023-07-06,105534.9084,0.0
2023-07-07,105534.9084,0.0
2023-07-08,105534.9084,0.0
2023-07-09,105534.9084,0.0
2023-07-10,105534.9084,0.0
2023-07-11,105345.77206,-0.17921685143567068
2023-07-12,105345.77206,0.0
2023-07-13,105380.61648,0.03307623962369721
2023-07-14,105259.71416999999,-0.11472917319946818
2023-07-15,105259.71416999999,0.0
2023-07-16,105259.71416999999,0.0
2023-07-17,104990.31911,-0.2559336799688672
2023-07-18,104949.23372999999,-0.03913254131264754
2023-07-19,104949.23372999999,0.0
2023-07-20,104949.23372999999,0.0
2023-07-21,104949.23372999999,0.0
2023-07-22,104949.23372999999,0.0
2023-07-23,104949.23372999999,0.0
2023-07-24,104165.17824,-0.7470807190618656
2023-07-25,104165.17824,0.0
2023-07-26,103904.47389,-0.25027975222134957
2023-07-27,103925.41032,0.020149690591919622
2023-07-28,103925.41032,0.0
2023-07-29,103925.41032,0.0
2023-07-30,103925.41032,0.0
2023-07-31,103614.4421,-0.29922250876132095
2023-08-01,103861.16589999999,0.23811719196622505
2023-08-02,103546.02736,-0.30342287925346767
2023-08-03,103546.02736,0.0
2023-08-04,103546.02736,0.0
2023-08-05,103546.02736,0.0
2023-08-06,103546.02736,0.0
2023-08-07,103623.50463999998,0.07482400047142956
2023-08-08,103557.45551999999,-0.06373951569140779
2023-08-09,103557.45551999999,0.0
2023-08-10,103557.45551999999,0.0
2023-08-11,103557.45551999999,0.0
2023-08-12,103557.45551999999,0.0
2023-08-13,103557.45551999999,0.0
2023-08-14,102985.11188999999,-0.5526822063424142
2023-08-15,102985.11188999999,0.0
2023-08-16,102985.11188999999,0.0
2023-08-17,102985.11188999999,0.0
2023-08-18,102985.11188999999,0.0
2023-08-19,102394.45883999998,-0.5735324642176409
2023-08-20,102394.45883999998,0.0
2023-08-21,102394.45883999998,0.0
2023-08-22,102394.45883999998,0.0
2023-08-23,102138.76574999999,-0.24971379593843324
2023-08-24,101977.77890999998,-0.15761580710115242
2023-08-25,101977.77890999998,0.0
2023-08-26,101977.77890999998,0.0
2023-08-27,101977.77890999998,0.0
2023-08-28,101503.99370999998,-0.4645965082433645
2023-08-29,102228.58728999998,0.7138572124267162
2023-08-30,102026.87347999998,-0.1973164408775263
2023-08-31,101261.60377999998,-0.750066795048876
2023-09-01,101261.60377999998,0.0
2023-09-02,101261.60377999998,0.0
2023-09-03,101261.60377999998,0.0
2023-09-04,101261.60377999998,0.0
2023-09-05,101261.60377999998,0.0
2023-09-06,101135.44583999997,-0.12458615634223236
2023-09-07,101104.93297999997,-0.030170292666997778
2023-09-08,101104.93297999997,0.0
2023-09-09,101104.93297999997,0.0
2023-09-10,100942.21851999997,-0.16093622259972795
2023-09-11,100620.66515999998,-0.3185519049556884
2023-09-12,100954.36201,0.3316384854636034
2023-09-13,100954.36201,0.0
2023-09-14,100954.36201,0.0
2023-09-15,100954.36201,0.0
2023-09-16,100954.36201,0.0
2023-09-17,100954.36201,0.0
2023-09-18,100915.65473,-0.03834136458231718
2023-09-19,100554.78676999999,-0.35759363694910506
2023-09-20,100554.78676999999,0.0
2023-09-21,100554.78676999999,0.0
2023-09-22,100554.78676999999,0.0
2023-09-23,100554.78676999999,0.0
2023-09-24,100554.78676999999,0.0
2023-09-25,100302.70840999999,-0.25068757848055734
2023-09-26,100302.70840999999,0.0
2023-09-27,100302.70840999999,0.0
2023-09-28,100302.70840999999,0.0
2023-09-29,100302.70840999999,0.0
2023-09-30,100302.70840999999,0.0
2023-10-01,100389.73786,0.08676679960051281
2023-10-02,100689.42438999999,0.2985230725653709
2023-10-03,100689.42438999999,0.0
2023-10-04,100689.42438999999,0.0
2023-10-05,100689.42438999999,0.0
2023-10-06,100870.79832999999,0.18013206560552053
2023-10-07,100837.37863999998,-0.03313118420127381
2023-10-08,100837.37863999998,0.0
2023-10-09,100564.16522,-0.270944587894717
2023-10-10,100564.16522,0.0
2023-10-11,100564.16522,0.0
2023-10-12,100564.16522,0.0
2023-10-13,100564.16522,0.0
2023-10-14,100381.75981999999,-0.18138210524689669
2023-10-15,100362.14228,-0.019542932934402124
2023-10-16,105886.09836999999,5.5040236931060305
2023-10-17,105667.06882999999,-0.20685391507641038
2023-10-18,105667.06882999999,0.0
2023-10-19,105667.06882999999,0.0
2023-10-20,105319.12229999999,-0.3292856836596747
2023-10-21,105319.12229999999,0.0
2023-10-22,105319.12229999999,0.0
2023-10-23,107628.16565,2.192425553474253
2023-10-24,107968.96514,0.3166452646868212
2023-10-25,108182.20527999998,0.1975013280191007
2023-10-26,108182.20527999998,0.0
2023-10-27,108182.20527999998,0.0
2023-10-28,108182.20527999998,0.0
2023-10-29,108182.20527999998,0.0
2023-10-30,107688.73852999999,-0.45614410311084486
2023-10-31,107688.73852999999,0.0
2023-11-01,108120.01468,0.40048398364316284
2023-11-02,107895.97336999999,-0.2072153899193352
2023-11-03,107895.97336999999,0.0
2023-11-04,107299.68926000001,-0.5526472317508913
2023-11-05,106873.17980000001,-0.39749365812842274
2023-11-06,106508.45838000001,-0.34126562031983054
2023-11-07,106508.45838000001,0.0
2023-11-08,106508.45838000001,0.0
2023-11-09,106833.41684000002,0.30510108299626193
2023-11-10,106833.41684000002,0.0
2023-11-11,106833.41684000002,0.0
2023-11-12,106833.41684000002,0.0
2023-11-13,106833.41684000002,0.0
2023-11-14,106833.41684000002,0.0
2023-11-15,106833.41684000002,0.0
2023-11-16,106833.41684000002,0.0
2023-11-17,106833.41684000002,0.0
2023-11-18,106833.41684000002,0.0
2023-11-19,106833.41684000002,0.0
2023-11-20,106833.41684000002,0.0
